subject_id,label_name,label_code,channel,n_epochs,mean_uv,std_uv,median_p2p_uv,mean_p2p_uv,max_p2p_uv,mean_rms_uv,max_abs_uv,flat_epochs_p2p_lt_1,high_epochs_p2p_gt_200,high_epochs_p2p_gt_300,high_epochs_p2p_gt_500,high_epochs_p2p_gt_1000,pct_high_epochs_p2p_gt_300
0,severe,2,0,298,0.12729811668395996,30.847566604614258,89.19158935546875,106.75997161865234,1616.3870849609375,20.6494197845459,1259.6932373046875,0,6,6,4,2,2.013422818791946
0,severe,2,1,298,0.090037040412426,17.738136291503906,52.93906784057617,59.55434799194336,367.74432373046875,13.017544746398926,237.730224609375,0,6,2,0,0,0.6711409395973155
0,severe,2,2,298,0.014042876660823822,6.52630615234375,31.799434661865234,33.2909049987793,94.47293090820312,6.214008331298828,60.2859992980957,0,0,0,0,0,0.0
0,severe,2,3,298,0.008346020244061947,5.630178451538086,27.0037899017334,28.39058494567871,77.76923370361328,5.425937175750732,58.08112716674805,0,0,0,0,0,0.0
0,severe,2,4,298,-0.009507382288575172,4.389339447021484,21.878402709960938,22.871641159057617,67.323974609375,4.288389205932617,54.779579162597656,0,0,0,0,0,0.0
0,severe,2,5,298,-0.0118688540533185,4.681277275085449,22.730327606201172,23.920169830322266,74.92230987548828,4.49116325378418,61.267330169677734,0,0,0,0,0,0.0
0,severe,2,6,298,-0.02094067819416523,5.75137186050415,28.329336166381836,29.859054565429688,86.99703979492188,5.4435930252075195,63.88816452026367,0,0,0,0,0,0.0
0,severe,2,7,298,-0.01901279017329216,5.939854621887207,29.012832641601562,30.58144760131836,83.8062744140625,5.631220817565918,64.79934692382812,0,0,0,0,0,0.0
0,severe,2,8,298,-0.023483945056796074,8.13563060760498,39.011741638183594,42.68147659301758,120.07384490966797,7.543895244598389,68.36779022216797,0,0,0,0,0,0.0
0,severe,2,9,298,-0.023820338770747185,7.154959201812744,30.935745239257812,34.342037200927734,117.34652709960938,6.402324676513672,68.30777740478516,0,0,0,0,0,0.0
0,severe,2,10,298,0.02771844156086445,11.931927680969238,43.87022399902344,47.7061882019043,278.84503173828125,9.796116828918457,154.9009246826172,0,2,0,0,0,0.0
0,severe,2,11,298,0.003035931847989559,9.76191520690918,41.87254333496094,45.02259063720703,98.64439392089844,9.3040132522583,56.15888595581055,0,0,0,0,0,0.0
0,severe,2,12,298,-0.011364731006324291,6.040640830993652,29.446990966796875,30.343069076538086,77.91458129882812,5.793947219848633,53.041439056396484,0,0,0,0,0,0.0
0,severe,2,13,298,-0.015481646172702312,6.258406639099121,26.960739135742188,29.56160545349121,95.95391845703125,5.7166619300842285,59.69478988647461,0,0,0,0,0,0.0
0,severe,2,14,298,-0.022971466183662415,8.038639068603516,42.44527816772461,44.727264404296875,112.22730255126953,7.712949752807617,65.30233001708984,0,0,0,0,0,0.0
0,severe,2,15,298,-0.02286008559167385,6.195312023162842,27.56395721435547,29.835636138916016,116.04916381835938,5.5900139808654785,70.993896484375,0,0,0,0,0,0.0
0,severe,2,16,298,0.006484514568001032,5.795120716094971,28.492177963256836,29.65606689453125,75.48513793945312,5.578908920288086,58.06463623046875,0,0,0,0,0,0.0
0,severe,2,17,298,-0.01499148178845644,5.829949378967285,29.215408325195312,30.387374877929688,79.18153381347656,5.727916717529297,62.31462478637695,0,0,0,0,0,0.0
