config,n_runs,mean_test_bacc,std_test_bacc,median_test_bacc,min_test_bacc,max_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,mean_val_bacc,std_val_bacc,mean_best_epoch,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority,mean_test_bacc_minus_chance,mean_test_bacc_minus_majority
eegnet_small_t600_meanmax050,20,0.39444444444444443,0.11942574313001883,0.4444444444444444,0.0,0.5555555555555555,0.3866071428571428,0.1212895876441647,0.3094047619047619,0.1050640799746972,0.4916666666666667,0.18139145238778542,7.15,0.7,0.7,0.0611111111111111,0.0611111111111111
